ml_algo,bias,Monte_carlo_SE_bias,prct_bias,Monte_carlo_SE_prct_bias,abs_bias,Monte_carlo_abs_bias_SE,MSE,Monte_carlo_SE_MSE,empirical_SE,Monte_carlo_SE_empirical,time,nancount,n_conf,n_observations,iterations_monte_carlo,B_T,gamma,lam,linear,outcome_nuisance,propensity_nuisance,x_omit,Scenario,cov,Correlation,RMSE,DGP
Linear Regression,2.676698663555635,0.0037666188690551,267.6698663555635,0.3766618869055161,2.676698663555635,0.0037666188690551,7.171795256915199,0.0201682656656487,0.0842241583654071,0.0026660691479713,0.0016172933578491,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.678020772308385,Non-Linear
DML,1.8923121994573404,0.0243828332586877,189.23121994573404,2.438283325868771,1.8923121994573404,0.0243828332586877,3.8775122165178377,0.0918741586248328,0.5452167265046843,0.0172585339135795,1.2967304182052612,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,1.9691399687472289,Non-Linear
T-learner,2.445151757960794,0.0040444165316436,244.51517579607943,0.404441653164368,2.445151757960794,0.0040444165316436,5.986929414694412,0.0197773473127075,0.090435902940792,0.0028626984867373,0.3033336162567138,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.4468202661197678,Non-Linear
X-learner,2.409301041006858,0.004258464432117,240.9301041006858,0.4258464432117085,2.409301041006858,0.004258464432117,5.813780631337231,0.0205198230497909,0.0952221594997883,0.0030142047907938,0.9801058101654052,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.4111782661879713,Non-Linear
XBCF,2.4719508258955925,0.003957652521814,247.19508258955923,0.3957652521814065,2.4719508258955925,0.003957652521814,6.118356729374133,0.0195803784452872,0.0884958007009971,0.0028012856234233,1.0970667266845704,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.4735312266826415,Non-Linear
Linear Regression,2.6488955128816536,0.0036660250273614,264.88955128816536,0.36660250273614,2.6488955128816536,0.0036660250273614,7.023353868175685,0.0194123185118694,0.0819748116839561,0.0025948673229024,0.0007267761230468,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,2.6501611023059874,Non-Linear
DML,1.638386354097245,0.0175512262306852,163.8386354097245,1.7551226230685264,1.638386354097245,0.0175512262306852,2.8380245708502074,0.0583126532524424,0.3924573494028962,0.0124230203239101,0.4602865171432495,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.684643751910239,Non-Linear
T-learner,1.7991481494803412,0.0041691687089759,179.91481494803412,0.416916870897598,1.7991481494803412,0.0041691687089759,3.2456076656727704,0.0150117186309001,0.0932254464293532,0.0029509999429479,0.1102140855789184,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.8015570114966581,Non-Linear
X-learner,1.73599763175036,0.004462942593847,173.599763175036,0.4462942593847034,1.73599763175036,0.004462942593847,3.0236267878842487,0.0154968068272847,0.099794430195212,0.0031589374906964,0.4491639041900634,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.7388578975535203,Non-Linear
XBCF,1.7344775283925116,0.0039110115616891,173.44775283925117,0.391101156168919,1.7344775283925116,0.0039110115616891,3.016045006204995,0.0135286932408962,0.0874528771272463,0.002768272454546,0.3095643711090088,0,20,2000,500,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.736676425303515,Non-Linear
Linear Regression,2.2844060109002555,0.0025368152483723,228.44060109002555,0.2536815248372395,2.2844060109002555,0.0025368152483723,5.220435016686939,0.0116022566616794,0.0439389289959645,0.0017967964251686,0.0093571821848551,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X999,No Omit,0.000823000325729,0.0003043304457307,2.2848271305914896,Non-Linear
DML,-0.6086066870895895,0.0095794269883618,-60.86066870895896,0.9579426988361848,0.6086066870895895,0.0095794269883618,0.3978399605763466,0.012210389056625,0.1659205425123923,0.0067849955486101,2.8838308811187745,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X999,No Omit,0.000823000325729,0.0003043304457307,0.6307455592997437,Non-Linear
T-learner,0.9359703601209328,0.0020083212806449,93.59703601209328,0.2008321280644964,0.9359703601209328,0.0020083212806449,0.8772464879804284,0.0037551669969104,0.0347851449599887,0.0014224703592302,0.6766151666641236,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X999,No Omit,0.000823000325729,0.0003043304457307,0.9366143752796177,Non-Linear
X-learner,0.5721778897475841,0.0019590061164638,57.21778897475841,0.1959006116463812,0.5721778897475841,0.0019590061164638,0.3285350113003367,0.0022482403151996,0.0339309812605352,0.0013875410080431,3.597044054667155,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X999,No Omit,0.000823000325729,0.0003043304457307,0.5731797373427786,Non-Linear
XBCF,0.4035355800072012,0.0028849178923988,40.35355800072012,0.2884917892398878,0.4035355800072012,0.0028849178923988,0.1653294669542675,0.002313936861973,0.0499682436529938,0.0020433534366735,13.138018608093262,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X999,No Omit,0.000823000325729,0.0003043304457307,0.40660726377460044,Non-Linear
Linear Regression,2.3285833355862025,0.0023703753513731,232.85833355862025,0.237037535137318,2.3285833355862025,0.0023703753513731,5.423980335882382,0.0110279478925728,0.0410561054158727,0.0016789090022964,0.0087694883346557,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1,S,0.0585658294082433,0.0190438577681425,2.3289440388043636,Non-Linear
DML,-0.3890072746634346,0.0088749953375692,-38.90072746634347,0.887499533756928,0.3890072746634346,0.0088749953375692,0.1748775568713937,0.0069901257591118,0.1537194284160689,0.0062860548895567,2.8125624497731527,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1,S,0.0585658294082433,0.0190438577681425,0.4181836401288239,Non-Linear
T-learner,0.9997094289376334,0.0019437962204358,99.97094289376334,0.1943796220435825,0.9997094289376334,0.0019437962204358,1.000548667087039,0.0038907910661784,0.033667538133552,0.0013767680174487,0.6609883944193522,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1,S,0.0585658294082433,0.0190438577681425,1.0002742959243924,Non-Linear
X-learner,0.678220424114505,0.0018527557603948,67.8220424114505,0.1852755760394863,0.678220424114505,0.0018527557603948,0.4610093221544556,0.0025132970885767,0.0320906711101981,0.0013122851296025,3.5260326941808064,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X1,S,0.0585658294082433,0.0190438577681425,0.6789766727616315,Non-Linear
XBCF,0.5422665290634877,0.0023452540400571,54.22665290634877,0.2345254040057132,0.5422665290634877,0.0023452540400571,0.2956975532797714,0.0025826683057426,0.0406209915403512,0.0016611158727427,11.830808671315513,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1,S,0.0585658294082433,0.0190438577681425,0.5437807952472865,Non-Linear
Linear Regression,2.4328545455951667,0.0025778542927307,243.2854545595167,0.2577854292730758,2.4328545455951667,0.0025778542927307,5.920768194516672,0.0125650332649387,0.044649746095192,0.0018258638979548,0.0088298559188842,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2,S,0.1069255595747537,0.035240701207919,2.433262869999185,Non-Linear
DML,-0.0728096673909635,0.0089419747476371,-7.280966739096355,0.8941974747637185,0.136964487465301,0.0059117511348888,0.0292089624694097,0.0022130137304332,0.1548795458290549,0.0063334956184971,2.8055017073949178,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2,S,0.1069255595747537,0.035240701207919,0.17090629733690244,Non-Linear
T-learner,1.1392475116056198,0.0024271652915661,113.92475116056198,0.2427165291566179,1.1392475116056198,0.0024271652915661,1.2996463409740195,0.005558658564747,0.0420397360336035,0.0017191326494815,0.6599183400472005,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2,S,0.1069255595747537,0.035240701207919,1.1400203248074219,Non-Linear
X-learner,0.8525850521637666,0.0023679401857542,85.25850521637666,0.2367940185754213,0.8525850521637666,0.0023679401857542,0.7285778062493604,0.0040632090712843,0.0410139271101038,0.0016771842031091,3.631009872754415,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X2,S,0.1069255595747537,0.035240701207919,0.8535676928336501,Non-Linear
XBCF,0.7657400322592474,0.0028266919559731,76.57400322592474,0.2826691955973172,0.7657400322592474,0.0028266919559731,0.5887468630411679,0.0043448849894189,0.0489597408509178,0.002002112690234,11.182872700691224,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2,S,0.1069255595747537,0.035240701207919,0.7672984185055823,Non-Linear
Linear Regression,2.321517907097338,0.0023993326257619,232.15179070973383,0.2399332625761955,2.321517907097338,0.0023993326257619,5.391166675291268,0.011122670962511,0.0415576601207734,0.0016994190994104,0.008816647529602,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X3,S,0.3194839874352427,0.0832973145319726,2.3218886009650137,Non-Linear
DML,1.2666240047122568,0.0082183772511767,126.66240047122568,0.8218377251176714,1.2666240047122568,0.0082183772511767,1.62453134498147,0.0208003723841993,0.1423464695480632,0.0058209800162137,2.771822110811869,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X3,S,0.3194839874352427,0.0832973145319726,1.2745710435207094,Non-Linear
T-learner,1.8646326361858845,0.0024627526423224,186.46326361858848,0.24627526423224,1.8646326361858845,0.0024627526423224,3.478668347952126,0.0091925603967096,0.042656127029769,0.0017443387517631,0.6532919883728028,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X3,S,0.3194839874352427,0.0832973145319726,1.8651188562534362,Non-Linear
X-learner,1.735767529945938,0.0026141183765283,173.5767529945938,0.2614118376528397,1.735767529945938,0.0026141183765283,3.0149321688656845,0.0090797874922247,0.0452778584514665,0.0018515493222959,3.513765732447306,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X3,S,0.3194839874352427,0.0832973145319726,1.7363560029169376,Non-Linear
XBCF,1.8296345489090495,0.0026418532373134,182.96345489090496,0.2641853237313488,1.8296345489090495,0.0026418532373134,3.3496494197313424,0.0096619003424959,0.0457582403316728,0.0018711935982215,9.479683391253154,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X3,S,0.3194839874352427,0.0832973145319726,1.8302047480354056,Non-Linear
Linear Regression,2.2882358582286,0.002532013746005,228.82358582286,0.2532013746005079,2.2882358582286,0.002532013746005,5.237940259872558,0.0115993769264227,0.0438557645354359,0.0017933955774741,0.008785589536031,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17,W,0.016368527517963,0.0058584768551657,2.2886546834052006,Non-Linear
DML,-0.5077239205732634,0.0094069500987101,-50.77239205732634,0.9406950098710136,0.5077239205732634,0.0094069500987101,0.2842423018600127,0.0098871390342342,0.1629331551523101,0.006662832194795,2.807156221071879,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17,W,0.016368527517963,0.0058584768551657,0.5331437909795187,Non-Linear
T-learner,0.9523023846207064,0.0020228421472701,95.23023846207064,0.202284214727013,0.9523023846207064,0.0020228421472701,0.9081033069697618,0.0038530467891006,0.0350366537476359,0.0014327553183967,0.6611600160598755,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17,W,0.016368527517963,0.0058584768551657,0.9529445455900158,Non-Linear
X-learner,0.6078636883241236,0.0020375308452769,60.78636883241237,0.2037530845276935,0.6078636883241236,0.0020375308452769,0.3707395716346982,0.0024856740261592,0.0352910694600841,0.0014431591505583,3.516138847668965,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X17,W,0.016368527517963,0.0058584768551657,0.6088838736858598,Non-Linear
XBCF,0.4694891998659283,0.0029100670756791,46.94891998659283,0.2910067075679197,0.4694891998659283,0.0029100670756791,0.2229521874158506,0.0027439277555101,0.0504038402850975,0.0020611663076119,12.190354792277018,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17,W,0.016368527517963,0.0058584768551657,0.47217813102244643,Non-Linear
Linear Regression,2.2890916784979343,0.0023995822681182,228.90916784979345,0.2399582268118298,2.2890916784979343,0.0023995822681182,5.2416623530918764,0.0109804373058172,0.0415619840532225,0.0016995959181573,0.0090508619944254,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X18,W,0.0163505168200469,0.0058549218177313,2.289467700818659,Non-Linear
DML,-0.4974586535975158,0.0089162759698547,-49.74586535975158,0.8916275969854701,0.4974586535975158,0.0089162759698547,0.2712356052130653,0.009399926783459,0.1544344299409381,0.0063152934762321,2.800842452049255,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X18,W,0.0163505168200469,0.0058549218177313,0.5208028467789565,Non-Linear
T-learner,0.952549195300439,0.0021374856756832,95.2549195300439,0.213748567568321,0.952549195300439,0.0021374856756832,0.9087160541266264,0.0040542269930749,0.0370223379073401,0.0015139559821634,0.6593636910120646,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X18,W,0.0163505168200469,0.0058549218177313,0.9532659933757347,Non-Linear
X-learner,0.607955427027073,0.0020165581467167,60.795542702707294,0.2016558146716778,0.607955427027073,0.0020165581467167,0.3708256867726384,0.0024372397966105,0.0349278116653039,0.0014283044346608,3.5089669863382977,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X18,W,0.0163505168200469,0.0058549218177313,0.6089545851478897,Non-Linear
XBCF,0.4658544261243389,0.0027145878911518,46.58544261243389,0.2714587891151828,0.4658544261243389,0.0027145878911518,0.219223673577855,0.0025036197676175,0.0470180414908622,0.001922710698683,12.17213454246521,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X18,W,0.0163505168200469,0.0058549218177313,0.4682132778743625,Non-Linear
Linear Regression,2.433436726152811,0.002352241884214,243.34367261528112,0.2352241884214019,2.433436726152811,0.002352241884214,5.923268679711986,0.0114447576939642,0.0407420245515023,0.0016660652806307,0.0067212184270222,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.1221249516505416,0.0394078501570672,2.4337766289682348,Non-Linear
DML,0.0327612424699549,0.0084363686670708,3.2761242469954968,0.8436368667070874,0.1195732572075581,0.0051906971515082,0.022353821577909,0.0017249362759745,0.1461221916274888,0.005975380774033,2.6709323565165204,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.1221249516505416,0.0394078501570672,0.14951194459945,Non-Linear
T-learner,1.156165664547682,0.0021151674870976,115.6165664547682,0.2115167487097648,1.156165664547682,0.0021151674870976,1.338056749995025,0.0048994991542925,0.0366357755417091,0.0014981482714945,0.629817525545756,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.1221249516505416,0.0394078501570672,1.1567440295912597,Non-Linear
X-learner,0.8860399708349243,0.0020591318708215,88.60399708349243,0.2059131870821579,0.8860399708349243,0.0020591318708215,0.7863345971115224,0.0036521887843788,0.0356652101974733,0.0014584589030742,3.515616242090861,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X2 X18,S W,0.1221249516505416,0.0394078501570672,0.8867550942123323,Non-Linear
XBCF,0.8213050048237484,0.0028226688356149,82.13050048237484,0.2822668835614995,0.8213050048237484,0.0028226688356149,0.6769241812958469,0.0046644868367571,0.0488900583622645,0.0019992631613682,10.294135800997417,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.1221249516505416,0.0394078501570672,0.8227540223516667,Non-Linear
Linear Regression,2.473266619363544,0.0023916757029156,247.3266619363544,0.2391675702915624,2.473266619363544,0.0023916757029156,6.118758084145672,0.0118387550211935,0.0414250383267786,0.0016939957909503,0.0067715644836425,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.164009431413814,0.0495756839754543,2.473612355270258,Non-Linear
DML,0.1335876483999128,0.0087230159718272,13.358764839991284,0.872301597182725,0.1669889955118383,0.0065202402824046,0.0405968710908,0.0029088380814242,0.151087068584396,0.0061784096910189,2.675888005892436,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.164009431413814,0.0495756839754543,0.20148665238868801,Non-Linear
T-learner,1.2013167024410756,0.0022235610076365,120.13167024410755,0.222356100763656,1.2013167024410756,0.0022235610076365,1.4446401424067516,0.0053517518797602,0.0385132063895557,0.0015749221281404,0.6268925269444784,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.164009431413814,0.0495756839754543,1.2019318376708188,Non-Linear
X-learner,0.9524617766452677,0.0021405330403421,95.24617766452675,0.2140533040342105,0.9524617766452677,0.0021405330403421,0.908553418597602,0.0040837995407805,0.037075119811524,0.0015161143947356,3.527939780553182,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X1 X2,S S,0.164009431413814,0.0495756839754543,0.9531806851786296,Non-Linear
XBCF,0.8754668824714045,0.0024491679707391,87.54668824714045,0.2449167970739104,0.8754668824714045,0.0024491679707391,0.7682357910051186,0.0042966439394359,0.0424208336159049,0.0017347168885416,10.207256094614666,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.164009431413814,0.0495756839754543,0.8764906109052844,Non-Linear
Linear Regression,2.2801312950395274,0.002329594570465,228.01312950395277,0.2329594570465032,2.2801312950395274,0.002329594570465,5.2006213988665975,0.0106311739822357,0.0403497615708203,0.0016500244544767,0.0065989732742309,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0315598562790558,0.0109709440113397,2.280487096842821,Non-Linear
DML,-0.3602335042241314,0.0088398423139834,-36.023350422413145,0.8839842313983416,0.361338460901046,0.0086877061233364,0.1531328783942889,0.006822035285339,0.1531105601871651,0.0062611564161052,2.674403206507365,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0315598562790558,0.0109709440113397,0.3913219625759445,Non-Linear
T-learner,0.9648153344640136,0.0021042211157773,96.48153344640136,0.2104221115777383,0.9648153344640136,0.0021042211157773,0.9321925258216268,0.0040524439725778,0.0364461788288569,0.0014903950853413,0.627495010693868,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0315598562790558,0.0109709440113397,0.9655011785708119,Non-Linear
X-learner,0.6402251967942352,0.0020430583868855,64.02251967942351,0.2043058386885519,0.6402251967942352,0.0020430583868855,0.4111363547943118,0.0026229922142294,0.0353868092891542,0.0014470742433143,3.4105337460835776,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X17 X18,W W,0.0315598562790558,0.0109709440113397,0.6411991537691795,Non-Linear
XBCF,0.5238619296997713,0.0028271756407603,52.38619296997713,0.2827175640760339,0.5238619296997713,0.0028271756407603,0.2768212050977769,0.0029807193743999,0.04896811851718,0.002002455278484,11.11264650821686,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0315598562790558,0.0109709440113397,0.5261380095543154,Non-Linear
Linear Regression,2.368093336292465,0.0023660540485415,236.8093336292465,0.2366054048541558,2.368093336292465,0.0023660540485415,5.609539914709202,0.0112109414504603,0.0409812582552801,0.0016758482742891,0.004062016805013,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.1762521298396009,0.0516520299155697,2.3684467303929813,Non-Linear
DML,0.6194299534765613,0.0080180710372358,61.94299534765613,0.8018071037235874,0.6194299534765613,0.0080180710372358,0.4029160167482657,0.0098851501045766,0.1388770641518901,0.0056791054790834,1.651252063115438,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.1762521298396009,0.0516520299155697,0.6347566594753187,Non-Linear
T-learner,1.189439797922274,0.002455660971396,118.9439797922274,0.2455660971396006,1.189439797922274,0.002455660971396,1.4165700838525035,0.0058552753470816,0.0425332956862182,0.0017393158045945,0.3821134567260742,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.1762521298396009,0.0516520299155697,1.1901974978349197,Non-Linear
X-learner,1.0086162282328577,0.0023087367748099,100.86162282328574,0.2308736774809918,1.0086162282328577,0.0023087367748099,1.0189004452377868,0.0046639008703699,0.0399884939527348,0.0016352511229564,2.3667551279067998,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X8-X9 X11-X18,10W,0.1762521298396009,0.0516520299155697,1.0094059863294782,Non-Linear
XBCF,1.0220602427554453,0.0026295637591808,102.20602427554452,0.2629563759180835,1.0220602427554453,0.0026295637591808,1.0466746068848352,0.0053905711513076,0.0455453803264301,0.0018624891052987,4.917634654045105,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.1762521298396009,0.0516520299155697,1.0230711641351422,Non-Linear
Linear Regression,2.586607795204296,0.0025047746593034,258.6607795204296,0.2504774659303467,2.586607795204296,0.0025047746593034,6.692415781143703,0.0129457833949486,0.0433839697142463,0.001774102452505,0.0041603644688924,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,5.258081301268897,0.6639481759665005,2.586970386599681,Non-Linear
DML,2.213386959652168,0.0067300898879173,221.33869596521677,0.6730089887917334,2.213386959652168,0.0067300898879173,4.912624772018187,0.0298484728142689,0.1165685762537835,0.0047668435686959,1.6442935625712076,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,5.258081301268897,0.6639481759665005,2.2164441729983158,Non-Linear
T-learner,2.342680016524594,0.0026315808143192,234.2680016524594,0.2631580814319279,2.342680016524594,0.0026315808143192,5.490220299880778,0.0123279746029436,0.0455803167462446,0.0018639177617467,0.3798990249633789,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,5.258081301268897,0.6639481759665005,2.343121913149373,Non-Linear
X-learner,2.3228385127980835,0.0027192713855258,232.28385127980837,0.2719271385525825,2.3228385127980835,0.0027192713855258,5.397789693161586,0.0126434416185034,0.0470991619929894,0.0019260279627028,2.52812074025472,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X19 X1-X4 X14-X18,5S 5W,5.258081301268897,0.6639481759665005,2.3233143767388835,Non-Linear
XBCF,2.3601159369696982,0.0025321914373506,236.0115936969698,0.2532191437350662,2.3601159369696982,0.0025321914373506,5.572064421987492,0.01195325757385,0.0438588422398221,0.0017935214341657,4.089789414405823,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,5.258081301268897,0.6639481759665005,2.360522065558272,Non-Linear
Linear Regression,2.683722145012278,0.0023409026836855,268.3722145012278,0.2340902683685563,2.683722145012278,0.0023409026836855,7.204003019416274,0.0125573368993286,0.0405456238371773,0.0016580338581663,0.0039292812347412,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.68402738797805,Non-Linear
DML,2.2773482117809203,0.0060806310557104,227.73482117809203,0.6080631055710473,2.2773482117809203,0.0060806310557104,5.197370125838414,0.0276280386040557,0.1053196193057172,0.0043068395109498,1.64268000125885,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.279774139216079,Non-Linear
T-learner,2.4005119979013987,0.0025576197989937,240.05119979013983,0.2557619798993795,2.4005119979013987,0.0025576197989937,5.764413736360395,0.0122658945136076,0.0442992743830135,0.0018115320438574,0.3801877737045288,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.400919352323271,Non-Linear
X-learner,2.383451963940147,0.0026486246415452,238.3451963940147,0.2648624641545259,2.383451963940147,0.0026486246415452,5.682940812945196,0.0126117809413023,0.0458755244933529,0.0018759897042544,2.6159440517425536,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.383891946575011,Non-Linear
XBCF,2.425343875363229,0.0024483839286534,242.53438753632287,0.2448383928653477,2.425343875363229,0.0024483839286534,5.884085294336694,0.0118755672061071,0.0424072536086291,0.0017341615607473,4.054240131378174,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,5.2348122277737845,0.6724356831171439,2.4257133578262486,Non-Linear
Linear Regression,2.6579163960215637,0.0024703173905332,265.79163960215635,0.2470317390533231,2.6579163960215637,0.0024703173905332,7.066344206175236,0.0131311425086864,0.0427871523122452,0.0017496967740122,0.0012623151143391,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,2.6582596197841992,Non-Linear
DML,1.72488397306939,0.0055356623662932,172.48839730693902,0.5535662366293258,1.72488397306939,0.0055356623662932,2.984387144343893,0.0192335610948347,0.0958804847196688,0.0039208445932663,0.5949892123540242,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.7275378850676164,Non-Linear
T-learner,1.776220797772606,0.0028369769189329,177.62207977726058,0.2836976918932949,1.776220797772606,0.0028369769189329,3.1573668054134827,0.0100791424848777,0.0491378816349208,0.002009397408619,0.144197392463684,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.7768980852636098,Non-Linear
X-learner,1.730446709418314,0.0028563017720979,173.0446709418314,0.2856301772097924,1.730446709418314,0.0028563017720979,2.996885193620845,0.0098814372154606,0.0494725979102262,0.0020230849749903,0.7231274843215942,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,ElasticNet,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.7311514069025982,Non-Linear
XBCF,1.7130662508827224,0.0026327613098545,171.30662508827223,0.2632761309854585,1.7130662508827224,0.0026327613098545,2.936668478115672,0.008995382760149,0.0456007635286972,0.00186475389286,1.1417723417282104,0,20,8000,300,1.0,0.5,1.2,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,1.1638157916593306,0.219322417879421,1.713671053065807,Non-Linear
