ml_algo,bias,Monte_carlo_SE_bias,prct_bias,Monte_carlo_SE_prct_bias,abs_bias,Monte_carlo_abs_bias_SE,MSE,Monte_carlo_SE_MSE,empirical_SE,Monte_carlo_SE_empirical,time,nancount,n_conf,n_observations,iterations_monte_carlo,B_T,gamma,lam,linear,outcome_nuisance,propensity_nuisance,x_omit,Scenario,cov,Correlation,RMSE,DGP
X-learner,0.0111082809417148,0.0014546889489285,1.1108280941714823,0.1454688948928581,0.0223231726594741,0.0009285327177968,0.0007561137669824,5.685072043231407e-05,0.0251959516875327,0.0010303390855302,3.893532872200012,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X17,W,0.000472472399079,0.0006584275149462,0.027497522924481762,Non-Linear
XBCF,0.0183304403623263,0.0014709407997138,1.8330440362326343,0.1470940799713816,0.0254182211667154,0.0010614173975256,0.0009829414279193,7.445201877534381e-05,0.0254774420003032,0.001041850080433,7.560273957252503,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X17,W,0.000472472399079,0.0006584275149462,0.03135189671964521,Non-Linear
Linear Regression,0.058745746691709,0.00129340999772,5.87457466917091,0.1293409997720087,0.0588128987579531,0.0012831629129522,0.0039512626716049,0.0001587505830159,0.0224025183106873,0.0009161070999048,0.0104901552200317,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X18,W,0.0002698645870422,0.0003759767408692,0.06285906992316144,Non-Linear
DML,-0.0101220703437051,0.0027093510665308,-1.0122070343705194,0.270935106653083,0.0397584660775795,0.0015480649918869,0.0022972906853547,0.0001581628092999,0.0469273370277232,0.0019190015173525,2.788877852757772,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X18,W,0.0002698645870422,0.0003759767408692,0.04793006035208698,Non-Linear
T-learner,0.0151605655962663,0.0012509724616615,1.516056559626632,0.12509724616616,0.0212687388434943,0.0009059413608804,0.0006977574470495,5.2030982495085656e-05,0.0216674786246739,0.000886049091884,0.6594455798467,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X18,W,0.0002698645870422,0.0003759767408692,0.02641509884610504,Non-Linear
X-learner,0.010276888985727,0.0012641754753879,1.0276888985727095,0.1264175475387935,0.0191915249240006,0.0008482592217059,0.000583458197364,4.475262073934056e-05,0.0218961615305444,0.000895400631331,3.881647777557373,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X18,W,0.0002698645870422,0.0003759767408692,0.024154879369684294,Non-Linear
XBCF,0.0174854934701507,0.0012583438923044,1.7485493470150797,0.1258343892304418,0.0223813044859704,0.0009647032701632,0.0007791878579333,5.9230249067105455e-05,0.0217951555486523,0.0008912701895717,7.54510289033254,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X18,W,0.0002698645870422,0.0003759767408692,0.027913936625515577,Non-Linear
Linear Regression,0.0649215591356658,0.0013985471610031,6.492155913566585,0.1398547161003159,0.0649215591356658,0.0013985471610031,0.0047996331549092,0.0001916106514856,0.0242235473963868,0.0009905745169785,0.0075085639953613,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0037884400588425,0.0053541466550533,0.06927938477577006,Non-Linear
DML,-0.0013003163525477,0.0027468239139135,-0.1300316352547735,0.2746823913913586,0.0384672512205303,0.0016129999147328,0.0022576582652169,0.0001735452735017,0.0475763857834353,0.0019455430947343,2.6756122509638467,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0037884400588425,0.0053541466550533,0.047514821531990416,Non-Linear
T-learner,0.0215555109363235,0.0014088219010224,2.1555510936323574,0.1408821901022461,0.0264213252144245,0.0010972793827992,0.0010580890172173,8.289657275296261e-05,0.0244015111138667,0.0009978519945749,0.6331730922063191,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0037884400588425,0.0053541466550533,0.03252828026836494,Non-Linear
X-learner,0.0178712342960161,0.0014364492243879,1.7871234296016123,0.1436449224387924,0.0247759301046475,0.001038533228289,0.0009363335411622,7.50404028987728e-05,0.0248800303913279,0.00101742010301,3.792771792411804,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X2 X18,S W,0.0037884400588425,0.0053541466550533,0.030599567662994848,Non-Linear
XBCF,0.0237097020853008,0.001397264691449,2.370970208530084,0.1397264691449081,0.0271880229120458,0.0011662959402902,0.0011459022097468,8.718669723118181e-05,0.0242013343721185,0.0009896661588662,7.082860779762268,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0037884400588425,0.0053541466550533,0.03385117737607955,Non-Linear
Linear Regression,0.0655788699001023,0.0014722783658397,6.557886990010233,0.1472278365839732,0.0657016767033937,0.0014538512205842,0.0049487016497439,0.0002024802246312,0.0255006093251889,0.0010427974627995,0.0078924020131429,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.0050106498331617,0.007147398338071,0.07034700881874012,Non-Linear
DML,8.640265589005287e-05,0.0029084054716593,0.0086402655890052,0.2908405471659367,0.0395777102727593,0.001794454677108,0.0025291953593048,0.000202711257609,0.0503750604592534,0.0020599894130136,2.6757363001505534,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.0050106498331617,0.007147398338071,0.05029110616505467,Non-Linear
T-learner,0.0224499342011784,0.0014968001615844,2.2449934201178467,0.1496800161584466,0.0278680682542547,0.0011526516235341,0.0011738823520293,9.427137921626842e-05,0.0259253392864159,0.0010601659625203,0.6313938935597737,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.0050106498331617,0.007147398338071,0.0342619665522763,Non-Linear
X-learner,0.0188601714721958,0.0015426256073384,1.886017147219588,0.1542625607338401,0.0260135155022735,0.0011428584633881,0.001067234503521,9.025404015294726e-05,0.026719059289669,0.0010926235871601,3.775489314397176,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X1 X2,S S,0.0050106498331617,0.007147398338071,0.0326685552714074,Non-Linear
XBCF,0.0244442247816386,0.0014670301127747,2.4444224781638697,0.1467030112774779,0.0284008612522639,0.0012053562643655,0.0012410211533598,0.0001003007149828,0.0254097069155941,0.0010390801868365,7.054151511192321,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1 X2,S S,0.0050106498331617,0.007147398338071,0.03522813014282478,Non-Linear
Linear Regression,0.0591301738486,0.0015087313969174,5.9130173848600025,0.1508731396917411,0.0591927075911255,0.001500507924464,0.0041769823173509,0.0001964753898794,0.0261319943443532,0.0010686167162785,0.0077526966730753,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0008600460555305,0.0012014743140931,0.06462957772839692,Non-Linear
DML,-0.008197044935971,0.002958546604727,-0.8197044935971056,0.2958546604727024,0.0408291399572213,0.0018445610926456,0.0026843379513725,0.0002184280879597,0.051243530359476,0.0020955037882554,2.679077951113383,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0008600460555305,0.0012014743140931,0.05181059690229886,Non-Linear
T-learner,0.0161737976318473,0.0014679810225842,1.6173797631847373,0.1467981022584285,0.024131686915333,0.0010403063174019,0.0009059272463535,7.726499554087636e-05,0.0254261771566289,0.0010397537050785,0.6342621326446534,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0008600460555305,0.0012014743140931,0.03009862532331834,Non-Linear
X-learner,0.0120350211508343,0.0015030752055934,1.2035021150834369,0.1503075205593442,0.0226048956948705,0.0010171961458694,0.0008203530211282,7.363760792022841e-05,0.0260340262368487,0.0010646105024411,3.7591988960901896,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X17 X18,W W,0.0008600460555305,0.0012014743140931,0.02864180547954685,Non-Linear
XBCF,0.0179753714531346,0.0014485602678866,1.7975371453134683,0.1448560267886626,0.0249420266031901,0.0010480257213394,0.0009505137069384,7.907198632268203e-05,0.0250897998180521,0.0010259982127788,7.195771177609761,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X17 X18,W W,0.0008600460555305,0.0012014743140931,0.030830402315545607,Non-Linear
Linear Regression,0.0631429117379062,0.0014345395988889,6.314291173790626,0.1434539598888926,0.0631785118115351,0.0014292877782858,0.0046023405571143,0.0001868454385322,0.0248469547074509,0.001016067537713,0.0042249838511149,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.0049889031985966,0.0071433453000969,0.06784055245289723,Non-Linear
DML,0.0055855951880241,0.0025743480063617,0.5585595188024148,0.2574348006361773,0.0363439806057179,0.001521162837452,0.0020127519033042,0.0001630629528168,0.0445890154338223,0.0018233804365291,1.6584218899408976,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.0049889031985966,0.0071433453000969,0.044863703628927026,Non-Linear
T-learner,0.0230491709120199,0.0014252767681815,2.304917091201991,0.1425276768181595,0.0278814600436265,0.001099226257939,0.001138657025641,8.459154888415089e-05,0.0246865177733809,0.0010095067835892,0.3835607687632242,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.0049889031985966,0.0071433453000969,0.03374399243778068,Non-Linear
X-learner,0.0205073785299335,0.0014406781843094,2.0507378529933527,0.1440678184309403,0.0264791972839369,0.0010663525507127,0.0010411431097627,8.008477032627499e-05,0.0249532781257996,0.0010204154256193,2.7371186017990112,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X8-X9 X11-X18,10W,0.0049889031985966,0.0071433453000969,0.03226674929029418,Non-Linear
XBCF,0.0255622220562949,0.0014096537163528,2.556222205629494,0.1409653716352881,0.0298354816285273,0.0010933382786202,0.0012475771528635,8.626513480889135e-05,0.0244159185780147,0.0009984411595971,3.9732890923817954,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X8-X9 X11-X18,10W,0.0049889031985966,0.0071433453000969,0.03532105820701724,Non-Linear
Linear Regression,0.0709303025900617,0.0014326339558474,7.093030259006178,0.1432633955847445,0.0709303025900617,0.0014326339558474,0.0056447874009004,0.0002110238339408,0.0248139480017616,0.0010147177931438,0.0043873389561971,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,0.2197546216707092,0.2748906428354479,0.07513180019738912,Non-Linear
DML,0.0533647370295478,0.0028896789142935,5.336473702954784,0.2889678914293518,0.0606359998828213,0.0023617589531831,0.0053445181823188,0.0003533515338377,0.0500507069711684,0.002046725612525,1.6533482233683268,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,0.2197546216707092,0.2748906428354479,0.07310621165344844,Non-Linear
T-learner,0.0617050843931858,0.0015211951860188,6.170508439318586,0.1521195186018804,0.0618305230224753,0.0015040639108554,0.0044994138433662,0.0001945298938443,0.0263478735041376,0.0010774446716118,0.3838281551996866,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,0.2197546216707092,0.2748906428354479,0.06707767022911723,Non-Linear
X-learner,0.0611316400823678,0.0015377547475673,6.11316400823678,0.1537754747567341,0.0613514423046551,0.0015081940691713,0.0044441196285962,0.0001943341591708,0.0266346935236688,0.0010891736144316,2.7456530332565308,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X19 X1-X4 X14-X18,5S 5W,0.2197546216707092,0.2748906428354479,0.06666423050329315,Non-Linear
XBCF,0.0627191159890268,0.0014370905622594,6.271911598902684,0.1437090562259448,0.0627242421388612,0.0014363421054316,0.0045511910664014,0.0001878832746971,0.0248911386891108,0.0010178743550868,3.843939765294393,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X4 X14-X18,5S 5W,0.2197546216707092,0.2748906428354479,0.06746251601001403,Non-Linear
Linear Regression,0.0756827246635855,0.0013752156881846,7.5682724663585565,0.1375215688184608,0.0756869535926409,0.0013744370777034,0.0062933490510237,0.0002190099374381,0.0238194344330154,0.0009740491089965,0.0043747584025065,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,0.218664744871637,0.2754869341759899,0.07933063122794183,Non-Linear
DML,0.0580979149987014,0.0028147114289041,5.809791499870144,0.2814711428904113,0.0636613253682177,0.0023784574605001,0.0057442252551693,0.0004078364469227,0.0487522320350672,0.0019936270237185,1.6598915815353394,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,0.218664744871637,0.2754869341759899,0.07579066733555855,Non-Linear
T-learner,0.0648227133280907,0.0014480739586288,6.482271332809077,0.1448073958628879,0.0648827812908465,0.0014390485916479,0.0048289627019239,0.0001919265129917,0.0250813766946261,0.0010256537656471,0.3835296551386515,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,0.218664744871637,0.2754869341759899,0.0694907382456389,Non-Linear
X-learner,0.0642085473978357,0.0015002997274663,6.420854739783579,0.1500299727466312,0.0643611241681492,0.0014782731238162,0.0047957564413385,0.0001959285948146,0.0259859535455339,0.0010626446639039,2.756932258605957,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X19 X1-X9,10S,0.218664744871637,0.2754869341759899,0.06925140028431555,Non-Linear
XBCF,0.0656166683747184,0.0013999688542578,6.561666837471843,0.1399968854257855,0.0656585844483585,0.0013933806509693,0.0048915610936724,0.0001931122504276,0.0242481718458859,0.0009915814856016,3.82821056842804,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X19 X1-X9,10S,0.218664744871637,0.2754869341759899,0.06993969612224805,Non-Linear
Linear Regression,0.0719271188303395,0.0013277879347326,7.192711883033952,0.1327787934732631,0.0719977419740126,0.0013149243565411,0.0057006536423206,0.0002053090200242,0.0229979616463386,0.0009404565886461,0.0013404528299967,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,0.0525326848701645,0.0731235890761947,0.07550267308063073,Non-Linear
DML,0.0337233506072354,0.0020257604730293,3.3723350607235414,0.2025760473029358,0.0397267571490574,0.0016214047806283,0.0023642723189108,0.0001804382244889,0.0350872006325161,0.0014348223342328,0.6031533559163411,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,0.0525326848701645,0.0731235890761947,0.048623783469726005,Non-Linear
T-learner,0.0361836306487582,0.0013915142834447,3.6183630648758256,0.139151428344477,0.0374400732874932,0.0012755133106148,0.0018882124152339,0.0001186909933282,0.0241017343838414,0.0009855932124615,0.1461127042770385,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,0.0525326848701645,0.0731235890761947,0.043453566196963625,Non-Linear
X-learner,0.0357962167635384,0.0014274040016731,3.5796216763538444,0.142740400167316,0.0372559931518903,0.0012964671340376,0.001890576307596,0.0001225576681596,0.0247233625382504,0.0010110134780699,0.8013573010762532,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,ElasticNet,X1-X2 X4-X18 X20,All but 2S,0.0525326848701645,0.0731235890761947,0.04348075790043223,Non-Linear
XBCF,0.0377405224782571,0.0012986551334561,3.774052247825711,0.1298655133456131,0.0386019830306766,0.0012110127116852,0.0019286120784717,0.0001116515047171,0.0224933667265616,0.0009198221679005,1.1897153774897258,0,20,8000,300,1.0,0.1,0.1,False,XGBRegressor,XGBClassifier,X1-X2 X4-X18 X20,All but 2S,0.0525326848701645,0.0731235890761947,0.04391596609971936,Non-Linear
Linear Regression,1.3042425448362411,0.0044810852535635,130.4242544836241,0.4481085253563582,1.3042425448362411,0.0044810852535635,1.7110685981607123,0.0116821175196978,0.1002001123994004,0.0031717791364837,0.003369174003601,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X999,No Omit,0.0037496988353093,0.0014404094435262,1.3080782079679762,Non-Linear
DML,-2.3899567789103524,0.0256196206534204,-238.99567789103523,2.5619620653420503,2.3899567789103524,0.0256196206534204,6.039419521309696,0.1279990089753303,0.572872133388058,0.0181339505220361,2.1699393939971925,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X999,No Omit,0.0037496988353093,0.0014404094435262,2.457523045936639,Non-Linear
T-learner,0.6723711289367672,0.0031870583428385,67.23711289367672,0.318705834283855,0.6723711289367672,0.0031870583428385,0.4571514481271508,0.0043244759895975,0.0712647910284483,0.0022558475428542,0.5470400142669678,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X999,No Omit,0.0037496988353093,0.0014404094435262,0.6761297568715274,Non-Linear
X-learner,0.4588277153452161,0.0030135420200818,45.88277153452161,0.3013542020081866,0.4588277153452161,0.0030135420200818,0.2150545086868039,0.0027869033113046,0.0673848480995508,0.0021330300954688,2.1793137216567997,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X999,No Omit,0.0037496988353093,0.0014404094435262,0.4637396992783817,Non-Linear
XBCF,0.3088486558926241,0.0030303582291724,30.88486558926241,0.3030358229172404,0.3088486558926241,0.0030303582291724,0.0999698446742399,0.0018976141247624,0.0677608699660538,0.0021449328596721,2.9078493881225587,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X999,No Omit,0.0037496988353093,0.0014404094435262,0.3161800826653063,Non-Linear
Linear Regression,1.329076483434083,0.0039541588435311,132.90764834340828,0.3954158843531175,1.329076483434083,0.0039541588435311,1.7742463495252865,0.0105417023571963,0.0884176796796765,0.0027988127457028,0.0031501388549804,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X1,S,0.0403341344889087,0.0136143049517137,1.3320083894350239,Non-Linear
DML,-2.0912272777042857,0.0248298860298593,-209.12272777042855,2.4829886029859343,2.0912272777042857,0.0248298860298593,4.6808766239021296,0.1066340439092132,0.5552131303633789,0.017574964548632,2.1352379083633424,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X1,S,0.0403341344889087,0.0136143049517137,2.163533365562484,Non-Linear
T-learner,0.6787482134764194,0.0032180060623503,67.87482134764194,0.3218006062350317,0.6787482134764194,0.0032180060623503,0.4658665632430757,0.0044032442095265,0.0719568030742173,0.0022777528014054,0.5308622169494629,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X1,S,0.0403341344889087,0.0136143049517137,0.6825441840958545,Non-Linear
X-learner,0.484137718598626,0.0030502432924082,48.4137718598626,0.3050243292408282,0.484137718598626,0.0030502432924082,0.2390320186571802,0.0029628673991412,0.0682055134973768,0.0021590078047201,2.1054128122329714,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X1,S,0.0403341344889087,0.0136143049517137,0.4889090085661955,Non-Linear
XBCF,0.3554229474811294,0.0032838227402133,35.54229474811294,0.3283822740213344,0.3554229474811294,0.0032838227402133,0.1317064339989557,0.0023071037618604,0.0734285087317667,0.0023243388299824,2.669242482185364,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X1,S,0.0403341344889087,0.0136143049517137,0.3629138107029763,Non-Linear
Linear Regression,1.4116619060865658,0.0041306705406556,141.1661906086566,0.4130670540655691,1.4116619060865658,0.0041306705406556,2.001303494214561,0.0117212202656547,0.0923646012156194,0.0029237503638478,0.0030950832366943,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2,S,0.0856123979633861,0.0292754597181523,1.4146743421065362,Non-Linear
DML,-1.7652740485494884,0.0263369495844802,-176.52740485494886,2.6336949584480283,1.7658231321928968,0.0262630806835784,3.462316288276615,0.0999888543345697,0.5889120959088276,0.0186416866637938,2.126504783630371,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2,S,0.0856123979633861,0.0292754597181523,1.8607300417515205,Non-Linear
T-learner,0.746600340382339,0.0033883075718419,74.6600340382339,0.3388307571841947,0.746600340382339,0.0033883075718419,0.5631409017315214,0.0050933348594318,0.0757648605931584,0.002398294755899,0.5313343429565429,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2,S,0.0856123979633861,0.0292754597181523,0.7504271461851053,Non-Linear
X-learner,0.5698432168305866,0.0032575867715102,56.98432168305866,0.3257586771510273,0.5698432168305866,0.0032575867715102,0.3300166156832155,0.0037516626842921,0.0728418546370104,0.0023057686190962,2.1142579030990603,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X2,S,0.0856123979633861,0.0292754597181523,0.574470726567695,Non-Linear
XBCF,0.4697868624817956,0.0034407509451395,46.97868624817956,0.3440750945139513,0.4697868624817956,0.0034407509451395,0.2266072409266628,0.0032971753190903,0.076937530069786,0.0024354149595684,2.576328821182251,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2,S,0.0856123979633861,0.0292754597181523,0.47603281496832,Non-Linear
Linear Regression,1.3265041588248083,0.0041942132454308,132.65041588248084,0.4194213245430874,1.3265041588248083,0.0041942132454308,1.7683914043288376,0.0111034520622663,0.0937854592891344,0.0029687268402765,0.0031688833236694,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X3,S,0.2054364155660582,0.0558666120080701,1.3298087848742908,Non-Linear
DML,-0.4658311036753457,0.0259852612364696,-46.58311036753457,2.5985261236469603,0.5989977293352947,0.01977539230993,0.5539402841136478,0.0343499648976466,0.581048105378363,0.0183927563931908,2.116668767929077,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X3,S,0.2054364155660582,0.0558666120080701,0.744271646721577,Non-Linear
T-learner,1.1638662405061724,0.0038728246974153,116.38662405061724,0.3872824697415395,1.1638662405061724,0.0038728246974153,1.36206901258729,0.0090094094685921,0.0865989928836088,0.0027412432211042,0.5244682359695435,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X3,S,0.2054364155660582,0.0558666120080701,1.1670771236671937,Non-Linear
X-learner,1.0501085477349767,0.0040244266522053,105.01085477349768,0.4024426652205369,1.0501085477349767,0.0040244266522053,1.1108097709556726,0.008440879508832,0.0899889156479311,0.0028485493512142,2.0934951066970826,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X3,S,0.2054364155660582,0.0558666120080701,1.0539496055104687,Non-Linear
XBCF,1.0792428201352473,0.0041693958192241,107.92428201352472,0.4169395819224105,1.0792428201352473,0.0041693958192241,1.1734396117006636,0.0089850895340438,0.0932305247688852,0.0029511606949769,2.284647479057312,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X3,S,0.2054364155660582,0.0558666120080701,1.0832541768673978,Non-Linear
Linear Regression,1.2998057040648046,0.0042296137774648,129.98057040648047,0.4229613777464848,1.2998057040648046,0.0042296137774648,1.6984217950399572,0.0110599680787647,0.0945770392498106,0.0029937838661022,0.0031638050079345,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X17,W,0.0147625838329001,0.0054896213194275,1.303235126537018,Non-Linear
DML,-2.2041915050199026,0.0250663268784334,-220.41915050199023,2.506632687843345,2.2041915050199026,0.0250663268784334,5.171992241646961,0.1139632059337368,0.5605001084640727,0.0177423209161377,2.128502893447876,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X17,W,0.0147625838329001,0.0054896213194275,2.2742014514213467,Non-Linear
T-learner,0.6646902866258619,0.0032432279509103,66.4690286625862,0.3243227950910339,0.6646902866258619,0.0032432279509103,0.4470619223780121,0.0043469987084618,0.0725207816476286,0.0022956052312055,0.5296948766708374,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X17,W,0.0147625838329001,0.0054896213194275,0.6686268932506471,Non-Linear
X-learner,0.4593928845148998,0.0030518994290656,45.93928845148998,0.3051899429065679,0.4593928845148998,0.0030518994290656,0.2156895533153611,0.0028501372953311,0.0682425458388366,0.0021601800430061,2.090362544059753,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X17,W,0.0147625838329001,0.0054896213194275,0.46442389399702627,Non-Linear
XBCF,0.3288409426064384,0.0031034334528701,32.88409426064384,0.3103433452870172,0.3288409426064384,0.0031034334528701,0.1129423838332913,0.0020908117891728,0.0693948816426459,0.0021966565955091,2.710039978027344,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X17,W,0.0147625838329001,0.0054896213194275,0.33606901647324067,Non-Linear
Linear Regression,1.297863957146412,0.0040131383231193,129.7863957146412,0.4013138323119306,1.297863957146412,0.0040131383231193,1.6924873855807885,0.010451030667098,0.0897365009360428,0.0028405593031221,0.0032242441177368,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X18,W,0.0137222794128987,0.0051036362412528,1.3009563350015974,Non-Linear
DML,-2.18695726707995,0.0258488456830694,-218.69572670799505,2.5848845683069435,2.18695726707995,0.0258488456830694,5.116195336784225,0.1177944393382452,0.5779977608724519,0.0182961994250272,2.134096956253052,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X18,W,0.0137222794128987,0.0051036362412528,2.2619008238170446,Non-Linear
T-learner,0.6685431491286757,0.0029764320747732,66.85431491286758,0.2976432074773201,0.6685431491286757,0.0029764320747732,0.4513706570468602,0.0039838834232422,0.0665550444960361,0.0021067631213709,0.5311012363433838,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X18,W,0.0137222794128987,0.0051036362412528,0.6718412439310795,Non-Linear
X-learner,0.4601568999190325,0.0028168565268912,46.01568999190325,0.2816856526891281,0.4601568999190325,0.0028168565268912,0.2157037782089463,0.0026066797085055,0.0629868267699287,0.001993813162862,2.0947812032699584,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,ElasticNet,X18,W,0.0137222794128987,0.0051036362412528,0.46443920830281576,Non-Linear
XBCF,0.3261226469243994,0.0030281772019693,32.61226469243994,0.3028177201969336,0.3261226469243994,0.0030281772019693,0.1109317395630734,0.0019904840737711,0.0677121007151855,0.0021433890960106,2.7034259176254274,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X18,W,0.0137222794128987,0.0051036362412528,0.3330641673357754,Non-Linear
Linear Regression,1.4130825683644892,0.004240870768251,141.30825683644892,0.4240870768251078,1.4130825683644892,0.004240870768251,2.0057768524672106,0.0119881472039174,0.0948287532160115,0.0030017517324772,0.0026683473587036,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0959791244964511,0.0321382545828465,1.416254515426945,Non-Linear
DML,-1.6786694300669645,0.0247675399161519,-167.86694300669643,2.476753991615196,1.6786694300669645,0.0247675399161519,3.1240331411569344,0.0883399205810815,0.553819028879552,0.0175308350372506,2.2884292602539062,0,20,2000,500,1.0,0.5,0.5,False,XGBRegressor,XGBClassifier,X2 X18,S W,0.0959791244964511,0.0321382545828465,1.7674934628328713,Non-Linear
